EffortBudget,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,AIR_SYSTEM_DELAY,SECURITY_DELAY,WEATHER_DELAY,TotalDelayReduced,Status,ActiveTypes,RegimeID
162,11.381728,14.083703,8.0883409,0.040939827,1.749174,35.343885727,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
163,11.381728,14.083703,8.0883409,0.04267308,1.749174,35.34561898,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
164,11.381728,14.083703,8.0883409,0.044406332,1.749174,35.347352232000006,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
165,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
166,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
167,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
168,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
169,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
170,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
171,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
172,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
173,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
174,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
175,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
176,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
177,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
178,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
179,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
180,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
181,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
182,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
183,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
184,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
185,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
186,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
187,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
188,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
189,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
190,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
191,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
192,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
193,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
194,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
195,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
196,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
197,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
198,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
199,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
200,11.381728,14.083703,8.0883409,0.045692325,1.749174,35.348638225,Optimal,"('AIRLINE_DELAY', 'AIR_SYSTEM_DELAY', 'LATE_AIRCRAFT_DELAY', 'SECURITY_DELAY', 'WEATHER_DELAY')",4
